S_OK	0x00000000
SPAPI_E_NO_AUTHENTICODE_CATALOG	0x800F023F
SPAPI_E_AUTHENTICODE_DISALLOWED	0x800F0240
SPAPI_E_AUTHENTICODE_TRUSTED_PUBLISHER	0x800F0241
SPAPI_E_AUTHENTICODE_TRUST_NOT_ESTABLISHED	0x800F0242
SPAPI_E_AUTHENTICODE_PUBLISHER_NOT_TRUSTED	0x800F0243
SPAPI_E_SIGNATURE_OSATTRIBUTE_MISMATCH	0x800F0244
SPAPI_E_ONLY_VALIDATE_VIA_AUTHENTICODE	0x800F0245
SPAPI_E_DEVICE_INSTALLER_NOT_READY	0x800F0246
SPAPI_E_DRIVER_STORE_ADD_FAILED	0x800F0247
SPAPI_E_DEVICE_INSTALL_BLOCKED	0x800F0248
SPAPI_E_DRIVER_INSTALL_BLOCKED	0x800F0249
SPAPI_E_WRONG_INF_TYPE	0x800F024A
SPAPI_E_FILE_HASH_NOT_IN_CATALOG	0x800F024B
SPAPI_E_DRIVER_STORE_DELETE_FAILED	0x800F024C
SPAPI_E_UNRECOVERABLE_STACK_OVERFLOW	0x800F0300
SPAPI_E_ERROR_NOT_INSTALLED	0x800F1000
SCARD_F_INTERNAL_ERROR	0x80100001
SCARD_E_CANCELLED	0x80100002
SCARD_E_INVALID_HANDLE	0x80100003
SCARD_E_INVALID_PARAMETER	0x80100004
SCARD_E_INVALID_TARGET	0x80100005
SCARD_E_NO_MEMORY	0x80100006
SCARD_F_WAITED_TOO_LONG	0x80100007
SCARD_E_INSUFFICIENT_BUFFER	0x80100008
SCARD_E_UNKNOWN_READER	0x80100009
SCARD_E_TIMEOUT	0x8010000A
SCARD_E_SHARING_VIOLATION	0x8010000B
SCARD_E_NO_SMARTCARD	0x8010000C
SCARD_E_UNKNOWN_CARD	0x8010000D
SCARD_E_CANT_DISPOSE	0x8010000E
SCARD_E_PROTO_MISMATCH	0x8010000F
SCARD_E_NOT_READY	0x80100010
SCARD_E_INVALID_VALUE	0x80100011
SCARD_E_SYSTEM_CANCELLED	0x80100012
SCARD_F_COMM_ERROR	0x80100013
SCARD_F_UNKNOWN_ERROR	0x80100014
SCARD_E_INVALID_ATR	0x80100015
SCARD_E_NOT_TRANSACTED	0x80100016
SCARD_E_READER_UNAVAILABLE	0x80100017
SCARD_P_SHUTDOWN	0x80100018
SCARD_E_PCI_TOO_SMALL	0x80100019
SCARD_E_READER_UNSUPPORTED	0x8010001A
SCARD_E_DUPLICATE_READER	0x8010001B
SCARD_E_CARD_UNSUPPORTED	0x8010001C
SCARD_E_NO_SERVICE	0x8010001D
SCARD_E_SERVICE_STOPPED	0x8010001E
SCARD_E_UNEXPECTED	0x8010001F
SCARD_E_ICC_INSTALLATION	0x80100020
SCARD_E_ICC_CREATEORDER	0x80100021
SCARD_E_UNSUPPORTED_FEATURE	0x80100022
SCARD_E_DIR_NOT_FOUND	0x80100023
SCARD_E_FILE_NOT_FOUND	0x80100024
SCARD_E_NO_DIR	0x80100025
SCARD_E_NO_FILE	0x80100026
SCARD_E_NO_ACCESS	0x80100027
SCARD_E_WRITE_TOO_MANY	0x80100028
SCARD_E_BAD_SEEK	0x80100029
SCARD_E_INVALID_CHV	0x8010002A
SCARD_E_UNKNOWN_RES_MNG	0x8010002B
SCARD_E_NO_SUCH_CERTIFICATE	0x8010002C
SCARD_E_CERTIFICATE_UNAVAILABLE	0x8010002D
SCARD_E_NO_READERS_AVAILABLE	0x8010002E
SCARD_E_COMM_DATA_LOST	0x8010002F
SCARD_E_NO_KEY_CONTAINER	0x80100030
SCARD_E_SERVER_TOO_BUSY	0x80100031
SCARD_W_UNSUPPORTED_CARD	0x80100065
SCARD_W_UNRESPONSIVE_CARD	0x80100066
SCARD_W_UNPOWERED_CARD	0x80100067
SCARD_W_RESET_CARD	0x80100068
SCARD_W_REMOVED_CARD	0x80100069
SCARD_W_SECURITY_VIOLATION	0x8010006A
SCARD_W_WRONG_CHV	0x8010006B
SCARD_W_CHV_BLOCKED	0x8010006C
SCARD_W_EOF	0x8010006D
SCARD_W_CANCELLED_BY_USER	0x8010006E
SCARD_W_CARD_NOT_AUTHENTICATED	0x8010006F
COMADMIN_E_OBJECTERRORS	0x80110401
COMADMIN_E_OBJECTINVALID	0x80110402
COMADMIN_E_KEYMISSING	0x80110403
COMADMIN_E_ALREADYINSTALLED	0x80110404
COMADMIN_E_APP_FILE_WRITEFAIL	0x80110407
COMADMIN_E_APP_FILE_READFAIL	0x80110408
COMADMIN_E_APP_FILE_VERSION	0x80110409
COMADMIN_E_BADPATH	0x8011040A
COMADMIN_E_APPLICATIONEXISTS	0x8011040B
COMADMIN_E_ROLEEXISTS	0x8011040C
COMADMIN_E_CANTCOPYFILE	0x8011040D
COMADMIN_E_NOUSER	0x8011040F
COMADMIN_E_INVALIDUSERIDS	0x80110410
COMADMIN_E_NOREGISTRYCLSID	0x80110411
COMADMIN_E_BADREGISTRYPROGID	0x80110412
COMADMIN_E_AUTHENTICATIONLEVEL	0x80110413
COMADMIN_E_USERPASSWDNOTVALID	0x80110414
COMADMIN_E_CLSIDORIIDMISMATCH	0x80110418
COMADMIN_E_REMOTEINTERFACE	0x80110419
COMADMIN_E_DLLREGISTERSERVER	0x8011041A
COMADMIN_E_NOSERVERSHARE	0x8011041B
COMADMIN_E_DLLLOADFAILED	0x8011041D
COMADMIN_E_BADREGISTRYLIBID	0x8011041E
COMADMIN_E_APPDIRNOTFOUND	0x8011041F
COMADMIN_E_REGISTRARFAILED	0x80110423
COMADMIN_E_COMPFILE_DOESNOTEXIST	0x80110424
COMADMIN_E_COMPFILE_LOADDLLFAIL	0x80110425
COMADMIN_E_COMPFILE_GETCLASSOBJ	0x80110426
COMADMIN_E_COMPFILE_CLASSNOTAVAIL	0x80110427
COMADMIN_E_COMPFILE_BADTLB	0x80110428
COMADMIN_E_COMPFILE_NOTINSTALLABLE	0x80110429
COMADMIN_E_NOTCHANGEABLE	0x8011042A
COMADMIN_E_NOTDELETEABLE	0x8011042B
COMADMIN_E_SESSION	0x8011042C
COMADMIN_E_COMP_MOVE_LOCKED	0x8011042D
COMADMIN_E_COMP_MOVE_BAD_DEST	0x8011042E
COMADMIN_E_REGISTERTLB	0x80110430
COMADMIN_E_SYSTEMAPP	0x80110433
COMADMIN_E_COMPFILE_NOREGISTRAR	0x80110434
COMADMIN_E_COREQCOMPINSTALLED	0x80110435
COMADMIN_E_SERVICENOTINSTALLED	0x80110436
COMADMIN_E_PROPERTYSAVEFAILED	0x80110437
COMADMIN_E_OBJECTEXISTS	0x80110438
COMADMIN_E_COMPONENTEXISTS	0x80110439
COMADMIN_E_REGFILE_CORRUPT	0x8011043B
COMADMIN_E_PROPERTY_OVERFLOW	0x8011043C
COMADMIN_E_NOTINREGISTRY	0x8011043E
COMADMIN_E_OBJECTNOTPOOLABLE	0x8011043F
COMADMIN_E_APPLID_MATCHES_CLSID	0x80110446
COMADMIN_E_ROLE_DOES_NOT_EXIST	0x80110447
COMADMIN_E_START_APP_NEEDS_COMPONENTS	0x80110448
COMADMIN_E_REQUIRES_DIFFERENT_PLATFORM	0x80110449
COMADMIN_E_CAN_NOT_EXPORT_APP_PROXY	0x8011044A
COMADMIN_E_CAN_NOT_START_APP	0x8011044B
COMADMIN_E_CAN_NOT_EXPORT_SYS_APP	0x8011044C
COMADMIN_E_CANT_SUBSCRIBE_TO_COMPONENT	0x8011044D
COMADMIN_E_EVENTCLASS_CANT_BE_SUBSCRIBER	0x8011044E
COMADMIN_E_LIB_APP_PROXY_INCOMPATIBLE	0x8011044F
COMADMIN_E_BASE_PARTITION_ONLY	0x80110450
COMADMIN_E_START_APP_DISABLED	0x80110451
COMADMIN_E_CAT_DUPLICATE_PARTITION_NAME	0x80110457
COMADMIN_E_CAT_INVALID_PARTITION_NAME	0x80110458
COMADMIN_E_CAT_PARTITION_IN_USE	0x80110459
COMADMIN_E_FILE_PARTITION_DUPLICATE_FILES	0x8011045A
COMADMIN_E_CAT_IMPORTED_COMPONENTS_NOT_ALLOWED	0x8011045B
COMADMIN_E_AMBIGUOUS_APPLICATION_NAME	0x8011045C
COMADMIN_E_AMBIGUOUS_PARTITION_NAME	0x8011045D
COMADMIN_E_REGDB_NOTINITIALIZED	0x80110472
COMADMIN_E_REGDB_NOTOPEN	0x80110473
COMADMIN_E_REGDB_SYSTEMERR	0x80110474
COMADMIN_E_REGDB_ALREADYRUNNING	0x80110475
COMADMIN_E_MIG_VERSIONNOTSUPPORTED	0x80110480
COMADMIN_E_MIG_SCHEMANOTFOUND	0x80110481
COMADMIN_E_CAT_BITNESSMISMATCH	0x80110482
COMADMIN_E_CAT_UNACCEPTABLEBITNESS	0x80110483
COMADMIN_E_CAT_WRONGAPPBITNESS	0x80110484
COMADMIN_E_CAT_PAUSE_RESUME_NOT_SUPPORTED	0x80110485
COMADMIN_E_CAT_SERVERFAULT	0x80110486
COMQC_E_APPLICATION_NOT_QUEUED	0x80110600
COMQC_E_NO_QUEUEABLE_INTERFACES	0x80110601
COMQC_E_QUEUING_SERVICE_NOT_AVAILABLE	0x80110602
COMQC_E_NO_IPERSISTSTREAM	0x80110603
COMQC_E_BAD_MESSAGE	0x80110604
COMQC_E_UNAUTHENTICATED	0x80110605
COMQC_E_UNTRUSTED_ENQUEUER	0x80110606
MSDTC_E_DUPLICATE_RESOURCE	0x80110701
COMADMIN_E_OBJECT_PARENT_MISSING	0x80110808
COMADMIN_E_OBJECT_DOES_NOT_EXIST	0x80110809
COMADMIN_E_APP_NOT_RUNNING	0x8011080A
COMADMIN_E_INVALID_PARTITION	0x8011080B
COMADMIN_E_SVCAPP_NOT_POOLABLE_OR_RECYCLABLE	0x8011080D
COMADMIN_E_USER_IN_SET	0x8011080E
COMADMIN_E_CANTRECYCLELIBRARYAPPS	0x8011080F
COMADMIN_E_CANTRECYCLESERVICEAPPS	0x80110811
COMADMIN_E_PROCESSALREADYRECYCLED	0x80110812
COMADMIN_E_PAUSEDPROCESSMAYNOTBERECYCLED	0x80110813
COMADMIN_E_CANTMAKEINPROCSERVICE	0x80110814
COMADMIN_E_PROGIDINUSEBYCLSID	0x80110815
COMADMIN_E_DEFAULT_PARTITION_NOT_IN_SET	0x80110816
COMADMIN_E_RECYCLEDPROCESSMAYNOTBEPAUSED	0x80110817
COMADMIN_E_PARTITION_ACCESSDENIED	0x80110818
COMADMIN_E_PARTITION_MSI_ONLY	0x80110819
COMADMIN_E_LEGACYCOMPS_NOT_ALLOWED_IN_1_0_FORMAT	0x8011081A
COMADMIN_E_LEGACYCOMPS_NOT_ALLOWED_IN_NONBASE_PARTITIONS	0x8011081B
COMADMIN_E_COMP_MOVE_SOURCE	0x8011081C
COMADMIN_E_COMP_MOVE_DEST	0x8011081D
COMADMIN_E_COMP_MOVE_PRIVATE	0x8011081E
COMADMIN_E_BASEPARTITION_REQUIRED_IN_SET	0x8011081F
COMADMIN_E_CANNOT_ALIAS_EVENTCLASS	0x80110820
COMADMIN_E_PRIVATE_ACCESSDENIED	0x80110821
COMADMIN_E_SAFERINVALID	0x80110822
COMADMIN_E_REGISTRY_ACCESSDENIED	0x80110823
COMADMIN_E_PARTITIONS_DISABLED	0x80110824
ERROR_FLT_NO_HANDLER_DEFINED	0x801F0001
ERROR_FLT_CONTEXT_ALREADY_DEFINED	0x801F0002
ERROR_FLT_INVALID_ASYNCHRONOUS_REQUEST	0x801F0003
ERROR_FLT_DISALLOW_FAST_IO	0x801F0004
ERROR_FLT_INVALID_NAME_REQUEST	0x801F0005
ERROR_FLT_NOT_SAFE_TO_POST_OPERATION	0x801F0006
ERROR_FLT_NOT_INITIALIZED	0x801F0007
ERROR_FLT_FILTER_NOT_READY	0x801F0008
ERROR_FLT_POST_OPERATION_CLEANUP	0x801F0009
ERROR_FLT_INTERNAL_ERROR	0x801F000A
ERROR_FLT_DELETING_OBJECT	0x801F000B
ERROR_FLT_MUST_BE_NONPAGED_POOL	0x801F000C
ERROR_FLT_DUPLICATE_ENTRY	0x801F000D
ERROR_FLT_CBDQ_DISABLED	0x801F000E
ERROR_FLT_DO_NOT_ATTACH	0x801F000F
ERROR_FLT_DO_NOT_DETACH	0x801F0010
ERROR_FLT_INSTANCE_ALTITUDE_COLLISION	0x801F0011
ERROR_FLT_INSTANCE_NAME_COLLISION	0x801F0012
ERROR_FLT_FILTER_NOT_FOUND	0x801F0013
ERROR_FLT_VOLUME_NOT_FOUND	0x801F0014
ERROR_FLT_INSTANCE_NOT_FOUND	0x801F0015
ERROR_FLT_CONTEXT_ALLOCATION_NOT_FOUND	0x801F0016
ERROR_FLT_INVALID_CONTEXT_REGISTRATION	0x801F0017
ERROR_FLT_NAME_CACHE_MISS	0x801F0018
ERROR_FLT_NO_DEVICE_OBJECT	0x801F0019
ERROR_FLT_VOLUME_ALREADY_MOUNTED	0x801F001A
ERROR_FLT_ALREADY_ENLISTED	0x801F001B
ERROR_FLT_CONTEXT_ALREADY_LINKED	0x801F001C
ERROR_FLT_NO_WAITER_FOR_REPLY	0x801F0020
ERROR_HUNG_DISPLAY_DRIVER_THREAD	0x80260001
ERROR_MONITOR_NO_DESCRIPTOR	0x80261001
ERROR_MONITOR_UNKNOWN_DESCRIPTOR_FORMAT	0x80261002
DWM_E_COMPOSITIONDISABLED	0x80263001
DWM_E_REMOTING_NOT_SUPPORTED	0x80263002
DWM_E_NO_REDIRECTION_SURFACE_AVAILABLE	0x80263003
DWM_E_NOT_QUEUING_PRESENTS	0x80263004
TPM_E_ERROR_MASK	0x80280000
TPM_E_AUTHFAIL	0x80280001
TPM_E_BADINDEX	0x80280002
TPM_E_BAD_PARAMETER	0x80280003
TPM_E_AUDITFAILURE	0x80280004
TPM_E_CLEAR_DISABLED	0x80280005
TPM_E_DEACTIVATED	0x80280006
TPM_E_DISABLED	0x80280007
TPM_E_DISABLED_CMD	0x80280008
TPM_E_FAIL	0x80280009
TPM_E_BAD_ORDINAL	0x8028000A
TPM_E_INSTALL_DISABLED	0x8028000B
TPM_E_INVALID_KEYHANDLE	0x8028000C
TPM_E_KEYNOTFOUND	0x8028000D
TPM_E_INAPPROPRIATE_ENC	0x8028000E
TPM_E_MIGRATEFAIL	0x8028000F
TPM_E_INVALID_PCR_INFO	0x80280010
TPM_E_NOSPACE	0x80280011
TPM_E_NOSRK	0x80280012
TPM_E_NOTSEALED_BLOB	0x80280013
TPM_E_OWNER_SET	0x80280014
TPM_E_RESOURCES	0x80280015
TPM_E_SHORTRANDOM	0x80280016
TPM_E_SIZE	0x80280017
TPM_E_WRONGPCRVAL	0x80280018
TPM_E_BAD_PARAM_SIZE	0x80280019
TPM_E_SHA_THREAD	0x8028001A
TPM_E_SHA_ERROR	0x8028001B
TPM_E_FAILEDSELFTEST	0x8028001C
TPM_E_AUTH2FAIL	0x8028001D
TPM_E_BADTAG	0x8028001E
TPM_E_IOERROR	0x8028001F
TPM_E_ENCRYPT_ERROR	0x80280020
TPM_E_DECRYPT_ERROR	0x80280021
TPM_E_INVALID_AUTHHANDLE	0x80280022
TPM_E_NO_ENDORSEMENT	0x80280023
TPM_E_INVALID_KEYUSAGE	0x80280024
TPM_E_WRONG_ENTITYTYPE	0x80280025
TPM_E_INVALID_POSTINIT	0x80280026
TPM_E_INAPPROPRIATE_SIG	0x80280027
TPM_E_BAD_KEY_PROPERTY	0x80280028
TPM_E_BAD_MIGRATION	0x80280029
TPM_E_BAD_SCHEME	0x8028002A
TPM_E_BAD_DATASIZE	0x8028002B
TPM_E_BAD_MODE	0x8028002C
TPM_E_BAD_PRESENCE	0x8028002D
TPM_E_BAD_VERSION	0x8028002E
TPM_E_NO_WRAP_TRANSPORT	0x8028002F
TPM_E_AUDITFAIL_UNSUCCESSFUL	0x80280030
TPM_E_AUDITFAIL_SUCCESSFUL	0x80280031
TPM_E_NOTRESETABLE	0x80280032
TPM_E_NOTLOCAL	0x80280033
TPM_E_BAD_TYPE	0x80280034
TPM_E_INVALID_RESOURCE	0x80280035
TPM_E_NOTFIPS	0x80280036
TPM_E_INVALID_FAMILY	0x80280037
TPM_E_NO_NV_PERMISSION	0x80280038
TPM_E_REQUIRES_SIGN	0x80280039
TPM_E_KEY_NOTSUPPORTED	0x8028003A
TPM_E_AUTH_CONFLICT	0x8028003B
TPM_E_AREA_LOCKED	0x8028003C
TPM_E_BAD_LOCALITY	0x8028003D
TPM_E_READ_ONLY	0x8028003E
TPM_E_PER_NOWRITE	0x8028003F
TPM_E_FAMILYCOUNT	0x80280040
TPM_E_WRITE_LOCKED	0x80280041
TPM_E_BAD_ATTRIBUTES	0x80280042
TPM_E_INVALID_STRUCTURE	0x80280043
TPM_E_KEY_OWNER_CONTROL	0x80280044
TPM_E_BAD_COUNTER	0x80280045
TPM_E_NOT_FULLWRITE	0x80280046
TPM_E_CONTEXT_GAP	0x80280047
TPM_E_MAXNVWRITES	0x80280048
TPM_E_NOOPERATOR	0x80280049
TPM_E_RESOURCEMISSING	0x8028004A
TPM_E_DELEGATE_LOCK	0x8028004B
TPM_E_DELEGATE_FAMILY	0x8028004C
TPM_E_DELEGATE_ADMIN	0x8028004D
TPM_E_TRANSPORT_NOTEXCLUSIVE	0x8028004E
TPM_E_OWNER_CONTROL	0x8028004F
TPM_E_DAA_RESOURCES	0x80280050
TPM_E_DAA_INPUT_DATA0	0x80280051
TPM_E_DAA_INPUT_DATA1	0x80280052
TPM_E_DAA_ISSUER_SETTINGS	0x80280053
TPM_E_DAA_TPM_SETTINGS	0x80280054
TPM_E_DAA_STAGE	0x80280055
TPM_E_DAA_ISSUER_VALIDITY	0x80280056
TPM_E_DAA_WRONG_W	0x80280057
TPM_E_BAD_HANDLE	0x80280058
TPM_E_BAD_DELEGATE	0x80280059
TPM_E_BADCONTEXT	0x8028005A
TPM_E_TOOMANYCONTEXTS	0x8028005B
TPM_E_MA_TICKET_SIGNATURE	0x8028005C
TPM_E_MA_DESTINATION	0x8028005D
TPM_E_MA_SOURCE	0x8028005E
TPM_E_MA_AUTHORITY	0x8028005F
TPM_E_PERMANENTEK	0x80280061
TPM_E_BAD_SIGNATURE	0x80280062
TPM_E_NOCONTEXTSPACE	0x80280063
TPM_E_COMMAND_BLOCKED	0x80280400
TPM_E_INVALID_HANDLE	0x80280401
TPM_E_DUPLICATE_VHANDLE	0x80280402
TPM_E_EMBEDDED_COMMAND_BLOCKED	0x80280403
TPM_E_EMBEDDED_COMMAND_UNSUPPORTED	0x80280404
TPM_E_RETRY	0x80280800
TPM_E_NEEDS_SELFTEST	0x80280801
TPM_E_DOING_SELFTEST	0x80280802
TPM_E_DEFEND_LOCK_RUNNING	0x80280803
TBS_E_INTERNAL_ERROR	0x80284001
TBS_E_BAD_PARAMETER	0x80284002
TBS_E_INVALID_OUTPUT_POINTER	0x80284003
TBS_E_INVALID_CONTEXT	0x80284004
TBS_E_INSUFFICIENT_BUFFER	0x80284005
TBS_E_IOERROR	0x80284006
TBS_E_INVALID_CONTEXT_PARAM	0x80284007
TBS_E_SERVICE_NOT_RUNNING	0x80284008
TBS_E_TOO_MANY_TBS_CONTEXTS	0x80284009
TBS_E_TOO_MANY_RESOURCES	0x8028400A
TBS_E_SERVICE_START_PENDING	0x8028400B
TBS_E_PPI_NOT_SUPPORTED	0x8028400C
TBS_E_COMMAND_CANCELED	0x8028400D
TBS_E_BUFFER_TOO_LARGE	0x8028400E
TPMAPI_E_INVALID_STATE	0x80290100
TPMAPI_E_NOT_ENOUGH_DATA	0x80290101
TPMAPI_E_TOO_MUCH_DATA	0x80290102
TPMAPI_E_INVALID_OUTPUT_POINTER	0x80290103
TPMAPI_E_INVALID_PARAMETER	0x80290104
TPMAPI_E_OUT_OF_MEMORY	0x80290105
TPMAPI_E_BUFFER_TOO_SMALL	0x80290106
TPMAPI_E_INTERNAL_ERROR	0x80290107
TPMAPI_E_ACCESS_DENIED	0x80290108
TPMAPI_E_AUTHORIZATION_FAILED	0x80290109
TPMAPI_E_INVALID_CONTEXT_HANDLE	0x8029010A
TPMAPI_E_TBS_COMMUNICATION_ERROR	0x8029010B
TPMAPI_E_TPM_COMMAND_ERROR	0x8029010C
TPMAPI_E_MESSAGE_TOO_LARGE	0x8029010D
TPMAPI_E_INVALID_ENCODING	0x8029010E
TPMAPI_E_INVALID_KEY_SIZE	0x8029010F
TPMAPI_E_ENCRYPTION_FAILED	0x80290110
TPMAPI_E_INVALID_KEY_PARAMS	0x80290111
TPMAPI_E_INVALID_MIGRATION_AUTHORIZATION_BLOB	0x80290112
TPMAPI_E_INVALID_PCR_INDEX	0x80290113
TPMAPI_E_INVALID_DELEGATE_BLOB	0x80290114
TPMAPI_E_INVALID_CONTEXT_PARAMS	0x80290115
TPMAPI_E_INVALID_KEY_BLOB	0x80290116
TPMAPI_E_INVALID_PCR_DATA	0x80290117
TPMAPI_E_INVALID_OWNER_AUTH	0x80290118
TBSIMP_E_BUFFER_TOO_SMALL	0x80290200
TBSIMP_E_CLEANUP_FAILED	0x80290201
TBSIMP_E_INVALID_CONTEXT_HANDLE	0x80290202
TBSIMP_E_INVALID_CONTEXT_PARAM	0x80290203
TBSIMP_E_TPM_ERROR	0x80290204
TBSIMP_E_HASH_BAD_KEY	0x80290205
TBSIMP_E_DUPLICATE_VHANDLE	0x80290206
TBSIMP_E_INVALID_OUTPUT_POINTER	0x80290207
TBSIMP_E_INVALID_PARAMETER	0x80290208
TBSIMP_E_RPC_INIT_FAILED	0x80290209
TBSIMP_E_SCHEDULER_NOT_RUNNING	0x8029020A
TBSIMP_E_COMMAND_CANCELED	0x8029020B
TBSIMP_E_OUT_OF_MEMORY	0x8029020C
TBSIMP_E_LIST_NO_MORE_ITEMS	0x8029020D
TBSIMP_E_LIST_NOT_FOUND	0x8029020E
TBSIMP_E_NOT_ENOUGH_SPACE	0x8029020F
TBSIMP_E_NOT_ENOUGH_TPM_CONTEXTS	0x80290210
TBSIMP_E_COMMAND_FAILED	0x80290211
TBSIMP_E_UNKNOWN_ORDINAL	0x80290212
TBSIMP_E_RESOURCE_EXPIRED	0x80290213
TBSIMP_E_INVALID_RESOURCE	0x80290214
TBSIMP_E_NOTHING_TO_UNLOAD	0x80290215
TBSIMP_E_HASH_TABLE_FULL	0x80290216
TBSIMP_E_TOO_MANY_TBS_CONTEXTS	0x80290217
TBSIMP_E_TOO_MANY_RESOURCES	0x80290218
TBSIMP_E_PPI_NOT_SUPPORTED	0x80290219
TBSIMP_E_TPM_INCOMPATIBLE	0x8029021A
TPM_E_PPI_ACPI_FAILURE	0x80290300
TPM_E_PPI_USER_ABORT	0x80290301
TPM_E_PPI_BIOS_FAILURE	0x80290302
TPM_E_PPI_NOT_SUPPORTED	0x80290303
PLA_E_DCS_NOT_FOUND	0x80300002
PLA_E_TOO_MANY_FOLDERS	0x80300045
PLA_E_NO_MIN_DISK	0x80300070
PLA_E_DCS_IN_USE	0x803000AA
PLA_E_DCS_ALREADY_EXISTS	0x803000B7
PLA_E_PROPERTY_CONFLICT	0x80300101
PLA_E_DCS_SINGLETON_REQUIRED	0x80300102
PLA_E_CREDENTIALS_REQUIRED	0x80300103
PLA_E_DCS_NOT_RUNNING	0x80300104
PLA_E_CONFLICT_INCL_EXCL_API	0x80300105
PLA_E_NETWORK_EXE_NOT_VALID	0x80300106
PLA_E_EXE_ALREADY_CONFIGURED	0x80300107
PLA_E_EXE_PATH_NOT_VALID	0x80300108
PLA_E_DC_ALREADY_EXISTS	0x80300109
PLA_E_DCS_START_WAIT_TIMEOUT	0x8030010A
PLA_E_DC_START_WAIT_TIMEOUT	0x8030010B
PLA_E_REPORT_WAIT_TIMEOUT	0x8030010C
PLA_E_NO_DUPLICATES	0x8030010D
PLA_E_EXE_FULL_PATH_REQUIRED	0x8030010E
PLA_E_INVALID_SESSION_NAME	0x8030010F
PLA_E_PLA_CHANNEL_NOT_ENABLED	0x80300110
PLA_E_TASKSCHED_CHANNEL_NOT_ENABLED	0x80300111
FVE_E_LOCKED_VOLUME	0x80310000
FVE_E_NOT_ENCRYPTED	0x80310001
FVE_E_NO_TPM_BIOS	0x80310002
FVE_E_NO_MBR_METRIC	0x80310003
FVE_E_NO_BOOTSECTOR_METRIC	0x80310004
FVE_E_NO_BOOTMGR_METRIC	0x80310005
FVE_E_WRONG_BOOTMGR	0x80310006
FVE_E_SECURE_KEY_REQUIRED	0x80310007
FVE_E_NOT_ACTIVATED	0x80310008
FVE_E_ACTION_NOT_ALLOWED	0x80310009
FVE_E_AD_SCHEMA_NOT_INSTALLED	0x8031000A
FVE_E_AD_INVALID_DATATYPE	0x8031000B
FVE_E_AD_INVALID_DATASIZE	0x8031000C
FVE_E_AD_NO_VALUES	0x8031000D
FVE_E_AD_ATTR_NOT_SET	0x8031000E
FVE_E_AD_GUID_NOT_FOUND	0x8031000F
FVE_E_BAD_INFORMATION	0x80310010
FVE_E_TOO_SMALL	0x80310011
FVE_E_SYSTEM_VOLUME	0x80310012
FVE_E_FAILED_WRONG_FS	0x80310013
FVE_E_FAILED_BAD_FS	0x80310014
FVE_E_NOT_SUPPORTED	0x80310015
FVE_E_BAD_DATA	0x80310016
FVE_E_VOLUME_NOT_BOUND	0x80310017
FVE_E_TPM_NOT_OWNED	0x80310018
FVE_E_NOT_DATA_VOLUME	0x80310019
FVE_E_AD_INSUFFICIENT_BUFFER	0x8031001A
FVE_E_CONV_READ	0x8031001B
FVE_E_CONV_WRITE	0x8031001C
FVE_E_KEY_REQUIRED	0x8031001D
FVE_E_CLUSTERING_NOT_SUPPORTED	0x8031001E
FVE_E_VOLUME_BOUND_ALREADY	0x8031001F
FVE_E_OS_NOT_PROTECTED	0x80310020
FVE_E_PROTECTION_DISABLED	0x80310021
FVE_E_RECOVERY_KEY_REQUIRED	0x80310022
FVE_E_FOREIGN_VOLUME	0x80310023
FVE_E_OVERLAPPED_UPDATE	0x80310024
FVE_E_TPM_SRK_AUTH_NOT_ZERO	0x80310025
FVE_E_FAILED_SECTOR_SIZE	0x80310026
FVE_E_FAILED_AUTHENTICATION	0x80310027
FVE_E_NOT_OS_VOLUME	0x80310028
FVE_E_AUTOUNLOCK_ENABLED	0x80310029
FVE_E_WRONG_BOOTSECTOR	0x8031002A
FVE_E_WRONG_SYSTEM_FS	0x8031002B
FVE_E_POLICY_PASSWORD_REQUIRED	0x8031002C
FVE_E_CANNOT_SET_FVEK_ENCRYPTED	0x8031002D
FVE_E_CANNOT_ENCRYPT_NO_KEY	0x8031002E
FVE_E_BOOTABLE_CDDVD	0x80310030
FVE_E_PROTECTOR_EXISTS	0x80310031
FVE_E_RELATIVE_PATH	0x80310032
FWP_E_CALLOUT_NOT_FOUND	0x80320001
FWP_E_CONDITION_NOT_FOUND	0x80320002
FWP_E_FILTER_NOT_FOUND	0x80320003
FWP_E_LAYER_NOT_FOUND	0x80320004
FWP_E_PROVIDER_NOT_FOUND	0x80320005
FWP_E_PROVIDER_CONTEXT_NOT_FOUND	0x80320006
FWP_E_SUBLAYER_NOT_FOUND	0x80320007
FWP_E_NOT_FOUND	0x80320008
FWP_E_ALREADY_EXISTS	0x80320009
FWP_E_IN_USE	0x8032000A
FWP_E_DYNAMIC_SESSION_IN_PROGRESS	0x8032000B
FWP_E_WRONG_SESSION	0x8032000C
FWP_E_NO_TXN_IN_PROGRESS	0x8032000D
FWP_E_TXN_IN_PROGRESS	0x8032000E
FWP_E_TXN_ABORTED	0x8032000F
FWP_E_SESSION_ABORTED	0x80320010
FWP_E_INCOMPATIBLE_TXN	0x80320011
FWP_E_TIMEOUT	0x80320012
FWP_E_NET_EVENTS_DISABLED	0x80320013
FWP_E_INCOMPATIBLE_LAYER	0x80320014
FWP_E_KM_CLIENTS_ONLY	0x80320015
FWP_E_LIFETIME_MISMATCH	0x80320016
FWP_E_BUILTIN_OBJECT	0x80320017
